"lagoslakeid","net_id","net_dams_n","lake_nets_nearestdamdown_km","lake_nets_nearestdamup_km","lake_nets_totaldamup_n","lake_nets_totaldamdown_n","lake_nets_damonlake_flag","lake_nets_multidam_flag"
468856,34,915,NA,NA,0,0,"N","N"
468860,34,915,0,NA,0,1,"Y","N"
468866,34,915,NA,NA,0,0,"N","N"
468867,34,915,NA,NA,0,0,"N","N"
468868,34,915,NA,NA,0,0,"N","N"
468870,34,915,NA,NA,0,0,"N","N"
468872,34,915,NA,NA,0,0,"N","N"
468876,34,915,NA,NA,0,0,"N","N"
468884,34,915,NA,NA,0,0,"N","N"
468888,34,915,NA,NA,0,0,"N","N"
468889,34,915,NA,NA,0,0,"N","N"
468890,34,915,NA,NA,0,0,"N","N"
468891,292,0,NA,NA,0,0,"N","N"
468900,34,915,NA,NA,0,0,"N","N"
468911,34,915,NA,NA,0,0,"N","N"
468913,34,915,NA,NA,0,0,"N","N"
468914,34,915,0,NA,0,2,"N","N"
468918,34,915,0,NA,0,1,"Y","N"
468938,34,915,0,NA,0,1,"N","N"
468948,34,915,0,NA,0,2,"Y","N"
468959,34,915,138.95,NA,0,1,"N","N"
468965,34,915,NA,NA,0,0,"N","N"
468968,34,915,122.039,NA,0,1,"N","N"
468969,34,915,0,NA,0,2,"Y","N"
468971,34,915,163.373,NA,0,1,"N","N"
468991,34,915,107.305,NA,0,1,"N","N"
468996,34,915,0,3.424,1,2,"Y","N"
469004,34,915,0,NA,0,2,"N","N"
469005,34,915,0.45,NA,0,1,"N","N"
469006,34,915,NA,NA,0,0,"N","N"
469021,34,915,NA,NA,0,0,"N","N"
469046,34,915,203.942,NA,0,1,"N","N"
469053,34,915,NA,NA,0,0,"N","N"
469058,34,915,NA,NA,0,0,"N","N"
469060,34,915,NA,NA,0,0,"N","N"
469067,34,915,NA,NA,0,0,"N","N"
469070,34,915,NA,NA,0,0,"N","N"
469074,34,915,NA,NA,0,0,"N","N"
469082,34,915,NA,NA,0,0,"N","N"
469083,34,915,NA,NA,0,0,"N","N"
469084,34,915,NA,NA,0,0,"N","N"
469085,34,915,NA,NA,0,0,"N","N"
469086,34,915,NA,NA,0,0,"N","N"
469088,34,915,0,NA,0,2,"Y","N"
469089,34,915,0,NA,0,1,"Y","N"
469092,34,915,0,NA,0,2,"N","N"
469110,34,915,0,NA,0,6,"Y","N"
469143,34,915,83.048,NA,0,1,"N","N"
469153,34,915,71.846,NA,0,1,"N","N"
469166,34,915,0,0.813,1,2,"Y","N"
469174,34,915,26.069,NA,0,1,"N","N"
469181,34,915,0,NA,0,2,"N","N"
469205,34,915,0,NA,0,2,"N","N"
469206,34,915,NA,8.526,1,0,"N","N"
469209,34,915,215.795,NA,0,1,"N","N"
469210,34,915,NA,NA,0,0,"N","N"
469219,34,915,NA,NA,0,0,"N","N"
469227,34,915,NA,NA,0,0,"N","N"
469237,34,915,NA,NA,0,0,"N","N"
469241,34,915,NA,NA,0,0,"N","N"
469244,34,915,NA,NA,0,0,"N","N"
469253,34,915,NA,NA,0,0,"N","N"
469254,34,915,NA,NA,0,0,"N","N"
469259,34,915,NA,NA,0,0,"N","N"
469265,34,915,NA,NA,0,0,"N","N"
469267,34,915,NA,NA,0,0,"N","N"
469269,34,915,0,NA,0,4,"Y","N"
469271,34,915,NA,NA,0,0,"N","N"
469272,34,915,0,NA,0,2,"Y","N"
469284,34,915,215.096,NA,0,1,"N","N"
469301,34,915,233.413,NA,0,1,"N","N"
469303,34,915,109.138,NA,0,1,"N","N"
469313,34,915,146.374,NA,0,1,"N","N"
469330,34,915,NA,NA,0,0,"N","N"
469334,34,915,0,NA,0,1,"Y","N"
469355,34,915,36.055,5.848,1,1,"N","N"
469382,34,915,NA,NA,0,0,"N","N"
469389,34,915,0,NA,0,2,"Y","N"
469407,34,915,0,NA,0,1,"Y","N"
469413,34,915,0,NA,0,1,"N","N"
469425,34,915,NA,NA,0,0,"N","N"
469427,34,915,NA,NA,0,0,"N","N"
469429,34,915,NA,NA,0,0,"N","N"
469430,34,915,NA,NA,0,0,"N","N"
469431,34,915,NA,NA,0,0,"N","N"
469442,292,0,NA,NA,0,0,"N","N"
469445,34,915,72.574,NA,0,3,"N","N"
469450,34,915,NA,NA,0,0,"N","N"
469455,34,915,NA,NA,0,0,"N","N"
469457,118,31,0,8.639,2,1,"N","N"
469458,145,21,0,NA,0,1,"N","N"
469460,660,0,NA,NA,0,0,"N","N"
469483,478,2,NA,NA,0,0,"N","N"
469496,456,0,NA,NA,0,0,"N","N"
469511,544,0,NA,NA,0,0,"N","N"
469530,579,1,0,NA,0,1,"N","N"
469566,118,31,0,NA,0,1,"Y","N"
469568,118,31,0,NA,0,1,"N","N"
469579,508,1,NA,NA,0,0,"N","N"
469580,876,0,NA,NA,0,0,"N","N"
469585,660,0,NA,NA,0,0,"N","N"
469598,460,2,0,NA,0,1,"Y","N"
469628,544,0,NA,NA,0,0,"N","N"
469633,371,17,0,NA,0,1,"N","N"
469645,371,17,0,NA,0,1,"N","N"
469646,478,2,NA,17.071,1,0,"N","N"
469667,371,17,NA,NA,0,0,"N","N"
469692,118,31,0,NA,0,1,"N","N"
469693,371,17,0,NA,0,1,"Y","N"
469694,118,31,0,NA,0,1,"Y","N"
469695,118,31,0,NA,0,2,"Y","N"
469698,145,21,NA,NA,0,0,"N","N"
469700,145,21,0,0,2,2,"Y","N"
469711,145,21,0,NA,0,1,"Y","N"
469712,876,0,NA,NA,0,0,"N","N"
469721,369,4,NA,NA,0,0,"N","N"
469732,674,1,NA,NA,0,0,"N","N"
469740,674,1,0,NA,0,1,"N","N"
469743,456,0,NA,NA,0,0,"N","N"
469753,544,0,NA,NA,0,0,"N","N"
469761,722,2,0,NA,0,1,"Y","N"
469800,478,2,0,NA,0,1,"Y","N"
469805,118,31,NA,1.254,1,0,"N","N"
469811,371,17,NA,NA,0,0,"N","N"
469820,118,31,0,9.964,1,1,"N","N"
469823,118,31,NA,NA,0,0,"N","N"
469825,460,2,0,NA,0,1,"N","N"
469826,544,0,NA,NA,0,0,"N","N"
469827,118,31,NA,NA,0,0,"N","N"
469828,371,17,0,NA,0,1,"Y","N"
469829,145,21,NA,NA,0,0,"N","N"
469832,660,0,NA,NA,0,0,"N","N"
469837,369,4,0.72,NA,0,1,"N","N"
469877,544,0,NA,NA,0,0,"N","N"
469884,544,0,NA,NA,0,0,"N","N"
469887,371,17,0,3.316,1,1,"Y","N"
469888,655,2,0,NA,0,1,"Y","N"
469894,118,31,0,NA,0,1,"Y","N"
469924,371,17,NA,NA,0,0,"N","N"
469956,118,31,0,NA,0,1,"N","N"
469957,118,31,0,NA,0,1,"N","N"
469960,145,21,NA,NA,0,0,"N","N"
469961,145,21,NA,NA,0,0,"N","N"
469962,145,21,100.541,NA,0,1,"N","N"
469966,460,2,NA,NA,0,0,"N","N"
469967,508,1,3.321,NA,0,1,"N","N"
469968,118,31,0,4.848,1,3,"Y","N"
469969,118,31,0,6.64,2,1,"Y","N"
469971,655,2,4.005,NA,0,1,"N","N"
469972,371,17,0,NA,0,1,"Y","N"
469974,544,0,NA,NA,0,0,"N","N"
469977,503,0,NA,NA,0,0,"N","N"
469983,460,2,NA,NA,0,0,"N","N"
469994,478,2,NA,NA,0,0,"N","N"
470040,118,31,NA,NA,0,0,"N","N"
470046,145,21,0,NA,0,1,"N","N"
470047,145,21,NA,0.829,1,0,"N","N"
470070,118,31,0,NA,0,1,"N","N"
470074,118,31,NA,NA,0,0,"N","N"
470075,145,21,12.852,NA,0,2,"N","N"
470080,118,31,NA,NA,0,0,"N","N"
470083,145,21,NA,NA,0,0,"N","N"
470085,145,21,NA,NA,0,0,"N","N"
470087,544,0,NA,NA,0,0,"N","N"
470088,544,0,NA,NA,0,0,"N","N"
470091,722,2,NA,NA,0,0,"N","N"
470093,369,4,0,0.72,1,1,"Y","N"
470104,260,0,NA,NA,0,0,"N","N"
470106,369,4,NA,NA,0,0,"N","N"
470113,854,0,NA,NA,0,0,"N","N"
470146,145,21,NA,NA,0,0,"N","N"
470151,118,31,NA,NA,0,0,"N","N"
470165,145,21,0,NA,0,1,"N","N"
470168,145,21,0,NA,0,2,"N","N"
470181,118,31,NA,NA,0,0,"N","N"
470194,145,21,96.85,NA,0,1,"N","N"
470198,145,21,16.62,NA,0,2,"N","N"
470199,145,21,0,0,1,2,"Y","N"
470203,118,31,32.577,NA,0,1,"N","N"
470205,460,2,NA,NA,0,0,"N","N"
470211,660,0,NA,NA,0,0,"N","N"
470223,369,4,0,NA,0,1,"Y","N"
470228,478,2,NA,NA,0,0,"N","N"
470245,690,0,NA,NA,0,0,"N","N"
470256,544,0,NA,NA,0,0,"N","N"
470263,371,17,NA,NA,0,0,"N","N"
470276,371,17,NA,NA,0,0,"N","N"
470282,145,21,0,NA,0,1,"N","N"
470290,118,31,0,NA,0,1,"N","N"
470316,371,17,0,NA,0,1,"N","N"
470324,260,0,NA,NA,0,0,"N","N"
470325,371,17,NA,NA,0,0,"N","N"
470330,660,0,NA,NA,0,0,"N","N"
470331,660,0,NA,NA,0,0,"N","N"
470332,503,0,NA,NA,0,0,"N","N"
470335,369,4,0,NA,0,1,"Y","N"
470344,460,2,NA,NA,0,0,"N","N"
470348,722,2,0,NA,0,1,"N","N"
470357,854,0,NA,NA,0,0,"N","N"
470366,690,0,NA,NA,0,0,"N","N"
470376,478,2,NA,NA,0,0,"N","N"
470390,118,31,0,NA,0,1,"N","N"
470396,579,1,NA,NA,0,0,"N","N"
470403,118,31,NA,NA,0,0,"N","N"
470406,371,17,NA,NA,0,0,"N","N"
470419,371,17,NA,NA,0,0,"N","N"
470425,118,31,NA,3.078,2,0,"N","N"
470430,145,21,0,NA,0,2,"Y","N"
470431,118,31,0,NA,0,1,"N","N"
470433,145,21,NA,NA,0,0,"N","N"
470435,371,17,NA,NA,0,0,"N","N"
470437,118,31,0,NA,0,1,"N","N"
470440,145,21,0,NA,0,2,"Y","N"
470443,362,0,NA,NA,0,0,"N","N"
470444,673,2,0,NA,0,1,"N","N"
470451,820,0,NA,NA,0,0,"N","N"
470455,820,0,NA,NA,0,0,"N","N"
470479,604,2,NA,NA,0,0,"N","N"
470480,604,2,NA,NA,0,0,"N","N"
470486,604,2,NA,NA,0,0,"N","N"
470497,835,0,NA,NA,0,0,"N","N"
470507,101,0,NA,NA,0,0,"N","N"
470526,612,0,NA,NA,0,0,"N","N"
470527,476,3,NA,NA,0,0,"N","N"
470533,382,2,0,NA,0,1,"Y","N"
470552,339,1,NA,NA,0,0,"N","N"
470553,476,3,NA,NA,0,0,"N","N"
470561,476,3,NA,NA,0,0,"N","N"
470576,476,3,NA,NA,0,0,"N","N"
470580,265,1,NA,NA,0,0,"N","N"
470584,98,11,NA,NA,0,0,"N","N"
470589,191,2,NA,NA,0,0,"N","N"
470593,420,4,NA,NA,0,0,"N","N"
470599,98,11,NA,NA,0,0,"N","N"
470609,111,12,NA,NA,0,0,"N","N"
470610,111,12,0,NA,0,1,"N","N"
470620,263,2,NA,NA,0,0,"N","N"
470622,40,13,NA,NA,0,0,"N","N"
470627,40,13,NA,NA,0,0,"N","N"
470628,265,1,NA,NA,0,0,"N","N"
470648,40,13,NA,NA,0,0,"N","N"
470649,265,1,NA,NA,0,0,"N","N"
470650,265,1,NA,NA,0,0,"N","N"
470653,40,13,19.666,NA,0,1,"N","N"
470654,40,13,NA,NA,0,0,"N","N"
470655,40,13,35.055,NA,0,1,"N","N"
470659,263,2,71.461,NA,0,1,"N","N"
470662,40,13,33.292,NA,0,1,"N","N"
470672,40,13,NA,NA,0,0,"N","N"
470675,40,13,NA,NA,0,0,"N","N"
470680,40,13,49.864,NA,0,1,"N","N"
470681,40,13,NA,NA,0,0,"N","N"
470682,40,13,56.89,NA,0,1,"N","N"
470683,98,11,NA,NA,0,0,"N","N"
470685,98,11,NA,NA,0,0,"N","N"
470688,98,11,NA,NA,0,0,"N","N"
470690,98,11,NA,NA,0,0,"N","N"
470691,98,11,NA,NA,0,0,"N","N"
470692,684,0,NA,NA,0,0,"N","N"
470693,40,13,67.395,NA,0,1,"N","N"
470699,40,13,NA,NA,0,0,"N","N"
470701,98,11,NA,NA,0,0,"N","N"
470703,98,11,NA,NA,0,0,"N","N"
470704,40,13,NA,NA,0,0,"N","N"
470709,98,11,NA,NA,0,0,"N","N"
470712,382,2,0,NA,0,1,"N","N"
470713,111,12,NA,8.075,1,0,"N","N"
470714,40,13,16.584,NA,0,1,"N","N"
470715,40,13,0,0,1,2,"Y","N"
470716,40,13,24.775,NA,0,1,"N","N"
470717,111,12,1.264,NA,0,1,"N","N"
470720,673,2,NA,NA,0,0,"N","N"
470790,476,3,NA,NA,0,0,"N","N"
470791,815,3,NA,NA,0,0,"N","N"
470793,339,1,NA,NA,0,0,"N","N"
470797,528,2,NA,NA,0,0,"N","N"
470810,516,1,0,NA,0,1,"Y","N"
470819,476,3,NA,NA,0,0,"N","N"
470843,111,12,NA,2.769,1,0,"N","N"
470848,339,1,NA,NA,0,0,"N","N"
470855,40,13,NA,NA,0,0,"N","N"
470874,40,13,0,NA,0,1,"Y","N"
470877,265,1,NA,NA,0,0,"N","N"
470887,40,13,NA,NA,0,0,"N","N"
470889,40,13,NA,NA,0,0,"N","N"
470896,40,13,NA,NA,0,0,"N","N"
470898,40,13,NA,NA,0,0,"N","N"
470900,40,13,NA,NA,0,0,"N","N"
470907,40,13,13.352,NA,0,1,"N","N"
470908,40,13,NA,NA,0,0,"N","N"
470909,339,1,NA,NA,0,0,"N","N"
470913,40,13,45.953,NA,0,1,"N","N"
470916,40,13,36.234,NA,0,1,"N","N"
470917,40,13,NA,NA,0,0,"N","N"
470918,40,13,NA,NA,0,0,"N","N"
470920,40,13,51.206,NA,0,1,"N","N"
470922,40,13,48.972,NA,0,1,"N","N"
470923,98,11,NA,NA,0,0,"N","N"
470924,40,13,47.069,NA,0,1,"N","N"
470926,40,13,50.925,NA,0,1,"N","N"
470927,40,13,53.914,NA,0,1,"N","N"
470928,98,11,NA,NA,0,0,"N","N"
470929,98,11,NA,NA,0,0,"N","N"
470932,263,2,NA,NA,0,0,"N","N"
470934,40,13,NA,NA,0,0,"N","N"
470936,40,13,NA,NA,0,0,"N","N"
470937,40,13,53.453,NA,0,1,"N","N"
470938,40,13,NA,NA,0,0,"N","N"
470942,40,13,NA,NA,0,0,"N","N"
470943,98,11,NA,NA,0,0,"N","N"
470945,40,13,NA,NA,0,0,"N","N"
470948,40,13,NA,NA,0,0,"N","N"
470949,40,13,NA,NA,0,0,"N","N"
470950,98,11,NA,NA,0,0,"N","N"
470951,98,11,NA,NA,0,0,"N","N"
470958,98,11,NA,NA,0,0,"N","N"
470961,98,11,NA,NA,0,0,"N","N"
470962,98,11,NA,NA,0,0,"N","N"
470967,98,11,NA,NA,0,0,"N","N"
470968,98,11,NA,NA,0,0,"N","N"
470970,98,11,NA,NA,0,0,"N","N"
470973,98,11,NA,NA,0,0,"N","N"
470974,420,4,0,NA,0,1,"N","N"
470975,40,13,NA,NA,0,0,"N","N"
470976,98,11,0,4.651,1,1,"Y","N"
470977,98,11,0,NA,0,1,"N","N"
470979,673,2,NA,NA,0,0,"N","N"
470982,887,0,NA,NA,0,0,"N","N"
470994,861,0,NA,NA,0,0,"N","N"
471009,693,1,0,NA,0,1,"N","N"
471010,604,2,0,NA,0,1,"N","N"
471020,362,0,NA,NA,0,0,"N","N"
471045,339,1,NA,NA,0,0,"N","N"
471072,420,4,NA,NA,0,0,"N","N"
471073,476,3,NA,NA,0,0,"N","N"
471075,265,1,NA,NA,0,0,"N","N"
471079,191,2,NA,NA,0,0,"N","N"
471083,476,3,NA,NA,0,0,"N","N"
471091,339,1,NA,NA,0,0,"N","N"
471092,339,1,NA,NA,0,0,"N","N"
471094,339,1,NA,NA,0,0,"N","N"
471095,111,12,0,NA,0,1,"N","N"
471106,111,12,0,NA,0,1,"N","N"
471110,111,12,0,NA,0,1,"N","N"
471122,265,1,NA,NA,0,0,"N","N"
471123,40,13,0,NA,0,1,"Y","N"
471131,40,13,NA,NA,0,0,"N","N"
471132,40,13,NA,NA,0,0,"N","N"
471133,40,13,NA,NA,0,0,"N","N"
471136,40,13,NA,NA,0,0,"N","N"
471141,40,13,NA,NA,0,0,"N","N"
471142,40,13,NA,NA,0,0,"N","N"
471144,40,13,NA,NA,0,0,"N","N"
471152,40,13,NA,NA,0,0,"N","N"
471155,339,1,0,NA,0,1,"N","N"
471158,40,13,NA,NA,0,0,"N","N"
471159,263,2,59.201,NA,0,1,"N","N"
471160,40,13,NA,NA,0,0,"N","N"
471161,40,13,48.139,NA,0,1,"N","N"
471162,40,13,NA,NA,0,0,"N","N"
471164,98,11,NA,NA,0,0,"N","N"
471165,40,13,47.423,NA,0,1,"N","N"
471166,98,11,NA,NA,0,0,"N","N"
471170,40,13,46.618,NA,0,1,"N","N"
471171,40,13,NA,NA,0,0,"N","N"
471174,40,13,46.357,NA,0,1,"N","N"
471177,98,11,NA,NA,0,0,"N","N"
471180,40,13,55.512,NA,0,1,"N","N"
471181,40,13,NA,NA,0,0,"N","N"
471185,263,2,NA,NA,0,0,"N","N"
471186,263,2,50.779,NA,0,1,"N","N"
471187,40,13,53.187,NA,0,1,"N","N"
471188,40,13,51.873,NA,0,1,"N","N"
471192,40,13,NA,NA,0,0,"N","N"
471193,40,13,NA,NA,0,0,"N","N"
471195,98,11,NA,NA,0,0,"N","N"
471199,98,11,NA,NA,0,0,"N","N"
471200,40,13,NA,NA,0,0,"N","N"
471201,40,13,NA,NA,0,0,"N","N"
471202,98,11,NA,NA,0,0,"N","N"
471205,40,13,NA,NA,0,0,"N","N"
471206,98,11,NA,NA,0,0,"N","N"
471207,98,11,NA,NA,0,0,"N","N"
471208,40,13,NA,NA,0,0,"N","N"
471210,40,13,NA,NA,0,0,"N","N"
471211,98,11,NA,NA,0,0,"N","N"
471212,98,11,NA,NA,0,0,"N","N"
471214,40,13,NA,NA,0,0,"N","N"
471216,98,11,NA,NA,0,0,"N","N"
471218,98,11,NA,NA,0,0,"N","N"
471224,563,0,NA,NA,0,0,"N","N"
471225,40,13,NA,NA,0,0,"N","N"
471226,420,4,0,NA,0,1,"N","N"
471227,265,1,NA,NA,0,0,"N","N"
471228,98,11,0,2.021,1,2,"N","N"
471229,40,13,0,NA,0,1,"N","N"
471230,673,2,NA,NA,0,0,"N","N"
471238,443,0,NA,NA,0,0,"N","N"
471241,443,0,NA,NA,0,0,"N","N"
471243,861,0,NA,NA,0,0,"N","N"
471267,604,2,NA,NA,0,0,"N","N"
471305,339,1,NA,NA,0,0,"N","N"
471332,111,12,NA,NA,0,0,"N","N"
471334,191,2,NA,0.295,1,0,"N","N"
471343,98,11,NA,NA,0,0,"N","N"
471354,339,1,NA,NA,0,0,"N","N"
471360,98,11,0,NA,0,1,"Y","N"
471368,339,1,NA,NA,0,0,"N","N"
471376,111,12,NA,NA,0,0,"N","N"
471377,40,13,NA,NA,0,0,"N","N"
471378,111,12,NA,NA,0,0,"N","N"
471388,40,13,NA,NA,0,0,"N","N"
471402,111,12,8.813,NA,0,1,"N","N"
471408,40,13,NA,NA,0,0,"N","N"
471409,40,13,NA,NA,0,0,"N","N"
471413,40,13,NA,NA,0,0,"N","N"
471416,265,1,NA,NA,0,0,"N","N"
471417,40,13,11.791,NA,0,1,"N","N"
471421,40,13,NA,NA,0,0,"N","N"
471427,40,13,20.207,NA,0,1,"N","N"
471428,40,13,NA,NA,0,0,"N","N"
471429,265,1,NA,NA,0,0,"N","N"
471430,98,11,NA,NA,0,0,"N","N"
471432,265,1,NA,NA,0,0,"N","N"
471433,339,1,NA,NA,0,0,"N","N"
471437,40,13,NA,NA,0,0,"N","N"
471438,40,13,NA,NA,0,0,"N","N"
471440,40,13,NA,NA,0,0,"N","N"
471441,40,13,46.08,NA,0,1,"N","N"
471444,40,13,NA,NA,0,0,"N","N"
471445,40,13,48.445,NA,0,1,"N","N"
471450,40,13,NA,NA,0,0,"N","N"
471452,98,11,NA,NA,0,0,"N","N"
471456,40,13,NA,NA,0,0,"N","N"
471457,40,13,NA,NA,0,0,"N","N"
471458,98,11,NA,NA,0,0,"N","N"
471463,40,13,NA,NA,0,0,"N","N"
471465,98,11,NA,NA,0,0,"N","N"
471466,98,11,NA,NA,0,0,"N","N"
471467,40,13,NA,NA,0,0,"N","N"
471469,98,11,NA,NA,0,0,"N","N"
471470,40,13,NA,NA,0,0,"N","N"
471471,40,13,NA,NA,0,0,"N","N"
471472,40,13,NA,NA,0,0,"N","N"
471473,98,11,NA,NA,0,0,"N","N"
471474,40,13,NA,NA,0,0,"N","N"
471479,98,11,NA,NA,0,0,"N","N"
471480,40,13,NA,NA,0,0,"N","N"
471481,98,11,NA,NA,0,0,"N","N"
471486,420,4,0,NA,0,1,"Y","N"
471487,98,11,0,NA,0,1,"Y","N"
471492,520,0,NA,NA,0,0,"N","N"
471496,443,0,NA,NA,0,0,"N","N"
471501,443,0,NA,NA,0,0,"N","N"
471511,604,2,NA,NA,0,0,"N","N"
471525,693,1,NA,NA,0,0,"N","N"
471526,604,2,0,NA,0,1,"Y","N"
471544,654,0,NA,NA,0,0,"N","N"
471583,339,1,NA,NA,0,0,"N","N"
471589,528,2,NA,NA,0,0,"N","N"
471592,476,3,NA,NA,0,0,"N","N"
471594,191,2,NA,NA,0,0,"N","N"
471596,516,1,NA,NA,0,0,"N","N"
471606,111,12,NA,NA,0,0,"N","N"
471607,516,1,NA,NA,0,0,"N","N"
471612,191,2,NA,NA,0,0,"N","N"
471616,339,1,NA,NA,0,0,"N","N"
471619,339,1,NA,NA,0,0,"N","N"
471629,40,13,NA,NA,0,0,"N","N"
471633,40,13,NA,NA,0,0,"N","N"
471635,98,11,NA,NA,0,0,"N","N"
471637,40,13,NA,NA,0,0,"N","N"
471642,40,13,NA,NA,0,0,"N","N"
471644,265,1,NA,NA,0,0,"N","N"
471645,476,3,NA,NA,0,0,"N","N"
471653,40,13,NA,NA,0,0,"N","N"
471663,40,13,3.492,0,1,1,"Y","N"
471665,40,13,NA,NA,0,0,"N","N"
471669,265,1,NA,NA,0,0,"N","N"
471673,40,13,23.744,NA,0,1,"N","N"
471675,420,4,NA,NA,0,0,"N","N"
471679,265,1,NA,NA,0,0,"N","N"
471685,265,1,NA,NA,0,0,"N","N"
471688,263,2,56.659,NA,0,1,"N","N"
471689,40,13,NA,NA,0,0,"N","N"
471691,40,13,NA,NA,0,0,"N","N"
471693,263,2,68.126,NA,0,1,"N","N"
471698,40,13,50.481,NA,0,1,"N","N"
471700,40,13,50.231,NA,0,1,"N","N"
471701,40,13,NA,NA,0,0,"N","N"
471703,40,13,53.078,NA,0,1,"N","N"
471705,98,11,NA,NA,0,0,"N","N"
471708,40,13,NA,NA,0,0,"N","N"
471709,40,13,NA,NA,0,0,"N","N"
471710,684,0,NA,NA,0,0,"N","N"
471712,40,13,62.922,NA,0,1,"N","N"
471716,98,11,NA,NA,0,0,"N","N"
471722,40,13,70.895,NA,0,1,"N","N"
471727,40,13,NA,NA,0,0,"N","N"
471728,40,13,NA,NA,0,0,"N","N"
471729,40,13,NA,NA,0,0,"N","N"
471730,40,13,NA,NA,0,0,"N","N"
471731,98,11,NA,NA,0,0,"N","N"
471734,40,13,NA,NA,0,0,"N","N"
471735,98,11,NA,NA,0,0,"N","N"
471743,98,11,NA,NA,0,0,"N","N"
471744,520,0,NA,NA,0,0,"N","N"
471745,805,2,0.729,NA,0,1,"N","N"
471746,98,11,0,NA,0,1,"Y","N"
471761,443,0,NA,NA,0,0,"N","N"
471795,382,2,NA,NA,0,0,"N","N"
471796,382,2,NA,NA,0,0,"N","N"
471803,654,0,NA,NA,0,0,"N","N"
471823,476,3,NA,NA,0,0,"N","N"
471828,815,3,2.432,15.059,1,2,"N","N"
471836,815,3,NA,NA,0,0,"N","N"
471837,641,3,0,NA,0,1,"Y","N"
471841,98,11,NA,32.552,4,0,"N","N"
471847,98,11,NA,NA,0,0,"N","N"
471851,516,1,NA,NA,0,0,"N","N"
471856,98,11,NA,NA,0,0,"N","N"
471863,263,2,NA,NA,0,0,"N","N"
471865,98,11,NA,NA,0,0,"N","N"
471866,40,13,NA,NA,0,0,"N","N"
471871,40,13,NA,NA,0,0,"N","N"
471874,40,13,0,NA,0,1,"Y","N"
471876,265,1,NA,NA,0,0,"N","N"
471878,40,13,NA,NA,0,0,"N","N"
471887,265,1,NA,NA,0,0,"N","N"
471890,40,13,NA,NA,0,0,"N","N"
471891,40,13,NA,NA,0,0,"N","N"
471902,263,2,NA,NA,0,0,"N","N"
471913,40,13,5.983,NA,0,1,"N","N"
471919,40,13,NA,NA,0,0,"N","N"
471922,265,1,NA,NA,0,0,"N","N"
471928,339,1,NA,NA,0,0,"N","N"
471932,98,11,NA,NA,0,0,"N","N"
471934,40,13,40.68,NA,0,1,"N","N"
471936,40,13,36.05,NA,0,1,"N","N"
471943,40,13,49.606,NA,0,1,"N","N"
471944,265,1,NA,NA,0,0,"N","N"
471948,40,13,50.528,NA,0,1,"N","N"
471950,40,13,50.201,NA,0,1,"N","N"
471951,40,13,49.519,NA,0,1,"N","N"
471953,40,13,53.129,NA,0,1,"N","N"
471955,40,13,NA,NA,0,0,"N","N"
471956,40,13,56.532,NA,0,1,"N","N"
471957,40,13,56.124,NA,0,1,"N","N"
471958,40,13,NA,NA,0,0,"N","N"
471960,40,13,NA,NA,0,0,"N","N"
471964,40,13,57.442,NA,0,1,"N","N"
471965,40,13,NA,NA,0,0,"N","N"
471969,684,0,NA,NA,0,0,"N","N"
471970,40,13,NA,NA,0,0,"N","N"
471972,40,13,NA,NA,0,0,"N","N"
471976,98,11,NA,NA,0,0,"N","N"
471977,40,13,NA,NA,0,0,"N","N"
471979,98,11,NA,NA,0,0,"N","N"
471980,98,11,NA,NA,0,0,"N","N"
471983,98,11,NA,NA,0,0,"N","N"
471985,98,11,NA,NA,0,0,"N","N"
471990,98,11,NA,NA,0,0,"N","N"
471992,98,11,NA,NA,0,0,"N","N"
471994,40,13,NA,NA,0,0,"N","N"
471996,98,11,NA,NA,0,0,"N","N"
471997,98,11,NA,NA,0,0,"N","N"
472000,476,3,1.215,NA,0,1,"N","N"
472001,673,2,0,2.028,1,1,"Y","N"
472002,693,1,NA,2.037,1,0,"N","N"
472003,111,12,5.759,NA,0,1,"N","N"
472004,191,2,NA,NA,0,0,"N","N"
472005,191,2,0,NA,0,2,"N","N"
472006,516,1,NA,NA,0,0,"N","N"
472011,887,0,NA,NA,0,0,"N","N"
472016,820,0,NA,NA,0,0,"N","N"
472019,673,2,NA,NA,0,0,"N","N"
472021,443,0,NA,NA,0,0,"N","N"
472029,805,2,0,0.729,1,1,"N","N"
472037,604,2,NA,NA,0,0,"N","N"
472050,835,0,NA,NA,0,0,"N","N"
472062,382,2,NA,NA,0,0,"N","N"
472078,612,0,NA,NA,0,0,"N","N"
472085,339,1,NA,NA,0,0,"N","N"
472089,476,3,NA,0.484,1,0,"N","N"
472105,641,3,0,NA,0,1,"N","N"
472133,563,0,NA,NA,0,0,"N","N"
472141,265,1,NA,NA,0,0,"N","N"
472147,339,1,NA,NA,0,0,"N","N"
472152,40,13,NA,NA,0,0,"N","N"
472162,40,13,NA,NA,0,0,"N","N"
472167,40,13,NA,NA,0,0,"N","N"
472172,40,13,0,NA,0,1,"N","N"
472173,40,13,NA,NA,0,0,"N","N"
472174,40,13,NA,NA,0,0,"N","N"
472177,40,13,NA,NA,0,0,"N","N"
472186,40,13,NA,NA,0,0,"N","N"
472190,263,2,59.059,NA,0,1,"N","N"
472192,98,11,NA,NA,0,0,"N","N"
472196,339,1,NA,NA,0,0,"N","N"
472199,339,1,NA,NA,0,0,"N","N"
472201,40,13,38.557,NA,0,1,"N","N"
